Time (CET),Day-ahead Total Load Forecast [MW] - Cyprus (CY),Actual Total Load [MW] - Cyprus (CY)
15.11.2018 15:30 - 15.11.2018 16:00,0,474
15.11.2018 16:00 - 15.11.2018 16:30,0,507
15.11.2018 16:30 - 15.11.2018 17:00,0,546
15.11.2018 17:00 - 15.11.2018 17:30,0,555
15.11.2018 17:30 - 15.11.2018 18:00,0,554
15.11.2018 18:00 - 15.11.2018 18:30,0,549
15.11.2018 18:30 - 15.11.2018 19:00,0,539
15.11.2018 19:00 - 15.11.2018 19:30,0,528
15.11.2018 19:30 - 15.11.2018 20:00,0,511
15.11.2018 20:00 - 15.11.2018 20:30,0,491
15.11.2018 20:30 - 15.11.2018 21:00,0,465
15.11.2018 21:00 - 15.11.2018 21:30,0,437
15.11.2018 21:30 - 15.11.2018 22:00,0,410
15.11.2018 22:00 - 15.11.2018 22:30,0,386
15.11.2018 22:30 - 15.11.2018 23:00,0,361
15.11.2018 23:00 - 15.11.2018 23:30,0,340
15.11.2018 23:30 - 16.11.2018 00:00,0,324
16.11.2018 00:00 - 16.11.2018 00:30,0,309
16.11.2018 00:30 - 16.11.2018 01:00,0,296
16.11.2018 01:00 - 16.11.2018 01:30,0,291
16.11.2018 01:30 - 16.11.2018 02:00,0,287
16.11.2018 02:00 - 16.11.2018 02:30,0,284
16.11.2018 02:30 - 16.11.2018 03:00,0,284
16.11.2018 03:00 - 16.11.2018 03:30,0,284
16.11.2018 03:30 - 16.11.2018 04:00,0,288
16.11.2018 04:00 - 16.11.2018 04:30,0,296
16.11.2018 04:30 - 16.11.2018 05:00,0,315
16.11.2018 05:00 - 16.11.2018 05:30,0,328
16.11.2018 05:30 - 16.11.2018 06:00,0,360
16.11.2018 06:00 - 16.11.2018 06:30,0,388
16.11.2018 06:30 - 16.11.2018 07:00,0,405
16.11.2018 07:00 - 16.11.2018 07:30,0,423
16.11.2018 07:30 - 16.11.2018 08:00,0,438
16.11.2018 08:00 - 16.11.2018 08:30,0,438
16.11.2018 08:30 - 16.11.2018 09:00,0,430
16.11.2018 09:00 - 16.11.2018 09:30,0,423
16.11.2018 09:30 - 16.11.2018 10:00,0,414
16.11.2018 10:00 - 16.11.2018 10:30,0,412
16.11.2018 10:30 - 16.11.2018 11:00,0,413
16.11.2018 11:00 - 16.11.2018 11:30,0,412
16.11.2018 11:30 - 16.11.2018 12:00,0,412
16.11.2018 12:00 - 16.11.2018 12:30,0,412
16.11.2018 12:30 - 16.11.2018 13:00,0,422
16.11.2018 13:00 - 16.11.2018 13:30,0,419
16.11.2018 13:30 - 16.11.2018 14:00,0,420
16.11.2018 14:00 - 16.11.2018 14:30,0,431
16.11.2018 14:30 - 16.11.2018 15:00,0,435
16.11.2018 15:00 - 16.11.2018 15:30,0,446
16.11.2018 15:30 - 16.11.2018 16:00,0,465
16.11.2018 16:00 - 16.11.2018 16:30,0,499
16.11.2018 16:30 - 16.11.2018 17:00,0,542
16.11.2018 17:00 - 16.11.2018 17:30,0,548
16.11.2018 17:30 - 16.11.2018 18:00,0,550
16.11.2018 18:00 - 16.11.2018 18:30,0,542
16.11.2018 18:30 - 16.11.2018 19:00,0,536
16.11.2018 19:00 - 16.11.2018 19:30,0,523
16.11.2018 19:30 - 16.11.2018 20:00,0,506
16.11.2018 20:00 - 16.11.2018 20:30,0,486
16.11.2018 20:30 - 16.11.2018 21:00,0,466
16.11.2018 21:00 - 16.11.2018 21:30,0,441
16.11.2018 21:30 - 16.11.2018 22:00,0,420
16.11.2018 22:00 - 16.11.2018 22:30,0,400
16.11.2018 22:30 - 16.11.2018 23:00,0,380
16.11.2018 23:00 - 16.11.2018 23:30,0,357
16.11.2018 23:30 - 17.11.2018 00:00,0,338
17.11.2018 00:00 - 17.11.2018 00:30,0,322
17.11.2018 00:30 - 17.11.2018 01:00,0,311
17.11.2018 01:00 - 17.11.2018 01:30,0,302
17.11.2018 01:30 - 17.11.2018 02:00,0,296
17.11.2018 02:00 - 17.11.2018 02:30,0,292
17.11.2018 02:30 - 17.11.2018 03:00,0,288
17.11.2018 03:00 - 17.11.2018 03:30,0,288
17.11.2018 03:30 - 17.11.2018 04:00,0,289
17.11.2018 04:00 - 17.11.2018 04:30,0,293
17.11.2018 04:30 - 17.11.2018 05:00,0,299
17.11.2018 05:00 - 17.11.2018 05:30,0,303
17.11.2018 05:30 - 17.11.2018 06:00,0,312
17.11.2018 06:00 - 17.11.2018 06:30,0,333
17.11.2018 06:30 - 17.11.2018 07:00,0,354
17.11.2018 07:00 - 17.11.2018 07:30,0,373
17.11.2018 07:30 - 17.11.2018 08:00,0,389
17.11.2018 08:00 - 17.11.2018 08:30,0,391
17.11.2018 08:30 - 17.11.2018 09:00,0,391
17.11.2018 09:00 - 17.11.2018 09:30,0,390
17.11.2018 09:30 - 17.11.2018 10:00,0,381
17.11.2018 10:00 - 17.11.2018 10:30,0,381
17.11.2018 10:30 - 17.11.2018 11:00,0,397
17.11.2018 11:00 - 17.11.2018 11:30,0,406
17.11.2018 11:30 - 17.11.2018 12:00,0,417
17.11.2018 12:00 - 17.11.2018 12:30,0,429
17.11.2018 12:30 - 17.11.2018 13:00,0,429
17.11.2018 13:00 - 17.11.2018 13:30,0,430
17.11.2018 13:30 - 17.11.2018 14:00,0,431
17.11.2018 14:00 - 17.11.2018 14:30,0,434
17.11.2018 14:30 - 17.11.2018 15:00,0,442
17.11.2018 15:00 - 17.11.2018 15:30,0,449
17.11.2018 15:30 - 17.11.2018 16:00,0,465
17.11.2018 16:00 - 17.11.2018 16:30,0,492
17.11.2018 16:30 - 17.11.2018 17:00,0,532
17.11.2018 17:00 - 17.11.2018 17:30,0,538
17.11.2018 17:30 - 17.11.2018 18:00,0,539
17.11.2018 18:00 - 17.11.2018 18:30,0,532
17.11.2018 18:30 - 17.11.2018 19:00,0,523
17.11.2018 19:00 - 17.11.2018 19:30,0,511
17.11.2018 19:30 - 17.11.2018 20:00,0,493
17.11.2018 20:00 - 17.11.2018 20:30,0,476
17.11.2018 20:30 - 17.11.2018 21:00,0,456
17.11.2018 21:00 - 17.11.2018 21:30,0,439
17.11.2018 21:30 - 17.11.2018 22:00,0,418
17.11.2018 22:00 - 17.11.2018 22:30,0,399
17.11.2018 22:30 - 17.11.2018 23:00,0,380
17.11.2018 23:00 - 17.11.2018 23:30,0,362
17.11.2018 23:30 - 18.11.2018 00:00,0,344
18.11.2018 00:00 - 18.11.2018 00:30,0,327
18.11.2018 00:30 - 18.11.2018 01:00,0,311
18.11.2018 01:00 - 18.11.2018 01:30,0,304
18.11.2018 01:30 - 18.11.2018 02:00,0,295
18.11.2018 02:00 - 18.11.2018 02:30,0,289
18.11.2018 02:30 - 18.11.2018 03:00,0,288
18.11.2018 03:00 - 18.11.2018 03:30,0,287
18.11.2018 03:30 - 18.11.2018 04:00,0,289
18.11.2018 04:00 - 18.11.2018 04:30,0,292
18.11.2018 04:30 - 18.11.2018 05:00,0,298
18.11.2018 05:00 - 18.11.2018 05:30,0,299
18.11.2018 05:30 - 18.11.2018 06:00,0,294
18.11.2018 06:00 - 18.11.2018 06:30,0,305
18.11.2018 06:30 - 18.11.2018 07:00,0,316
18.11.2018 07:00 - 18.11.2018 07:30,0,320
18.11.2018 07:30 - 18.11.2018 08:00,0,325
18.11.2018 08:00 - 18.11.2018 08:30,0,331
18.11.2018 08:30 - 18.11.2018 09:00,0,332
18.11.2018 09:00 - 18.11.2018 09:30,0,353
18.11.2018 09:30 - 18.11.2018 10:00,0,359
18.11.2018 10:00 - 18.11.2018 10:30,0,363
18.11.2018 10:30 - 18.11.2018 11:00,0,356
18.11.2018 11:00 - 18.11.2018 11:30,0,363
18.11.2018 11:30 - 18.11.2018 12:00,0,360
18.11.2018 12:00 - 18.11.2018 12:30,0,355
18.11.2018 12:30 - 18.11.2018 13:00,0,352
18.11.2018 13:00 - 18.11.2018 13:30,0,359
18.11.2018 13:30 - 18.11.2018 14:00,0,365
18.11.2018 14:00 - 18.11.2018 14:30,0,376
18.11.2018 14:30 - 18.11.2018 15:00,0,389
18.11.2018 15:00 - 18.11.2018 15:30,0,404
18.11.2018 15:30 - 18.11.2018 16:00,0,425
18.11.2018 16:00 - 18.11.2018 16:30,0,457
18.11.2018 16:30 - 18.11.2018 17:00,0,494
18.11.2018 17:00 - 18.11.2018 17:30,0,502
18.11.2018 17:30 - 18.11.2018 18:00,0,508
18.11.2018 18:00 - 18.11.2018 18:30,0,505
18.11.2018 18:30 - 18.11.2018 19:00,0,500
18.11.2018 19:00 - 18.11.2018 19:30,0,492
18.11.2018 19:30 - 18.11.2018 20:00,0,482
18.11.2018 20:00 - 18.11.2018 20:30,0,468
18.11.2018 20:30 - 18.11.2018 21:00,0,446
18.11.2018 21:00 - 18.11.2018 21:30,0,425
18.11.2018 21:30 - 18.11.2018 22:00,0,401
18.11.2018 22:00 - 18.11.2018 22:30,0,380
18.11.2018 22:30 - 18.11.2018 23:00,0,358
18.11.2018 23:00 - 18.11.2018 23:30,0,337
18.11.2018 23:30 - 19.11.2018 00:00,0,318
19.11.2018 00:00 - 19.11.2018 00:30,0,303
19.11.2018 00:30 - 19.11.2018 01:00,0,292
19.11.2018 01:00 - 19.11.2018 01:30,0,289
19.11.2018 01:30 - 19.11.2018 02:00,0,282
19.11.2018 02:00 - 19.11.2018 02:30,0,279
19.11.2018 02:30 - 19.11.2018 03:00,0,277
19.11.2018 03:00 - 19.11.2018 03:30,0,278
19.11.2018 03:30 - 19.11.2018 04:00,0,283
19.11.2018 04:00 - 19.11.2018 04:30,0,292
19.11.2018 04:30 - 19.11.2018 05:00,0,311
19.11.2018 05:00 - 19.11.2018 05:30,0,335
19.11.2018 05:30 - 19.11.2018 06:00,0,367
19.11.2018 06:00 - 19.11.2018 06:30,0,395
19.11.2018 06:30 - 19.11.2018 07:00,0,419
19.11.2018 07:00 - 19.11.2018 07:30,0,442
19.11.2018 07:30 - 19.11.2018 08:00,0,444
19.11.2018 08:00 - 19.11.2018 08:30,0,439
19.11.2018 08:30 - 19.11.2018 09:00,0,437
19.11.2018 09:00 - 19.11.2018 09:30,0,430
19.11.2018 09:30 - 19.11.2018 10:00,0,425
19.11.2018 10:00 - 19.11.2018 10:30,0,418
19.11.2018 10:30 - 19.11.2018 11:00,0,417
19.11.2018 11:00 - 19.11.2018 11:30,0,413
19.11.2018 11:30 - 19.11.2018 12:00,0,414
19.11.2018 12:00 - 19.11.2018 12:30,0,414
19.11.2018 12:30 - 19.11.2018 13:00,0,418
19.11.2018 13:00 - 19.11.2018 13:30,0,422
19.11.2018 13:30 - 19.11.2018 14:00,0,421
19.11.2018 14:00 - 19.11.2018 14:30,0,429
19.11.2018 14:30 - 19.11.2018 15:00,0,438
19.11.2018 15:00 - 19.11.2018 15:30,0,449
19.11.2018 15:30 - 19.11.2018 16:00,0,471
19.11.2018 16:00 - 19.11.2018 16:30,0,503
19.11.2018 16:30 - 19.11.2018 17:00,0,544
19.11.2018 17:00 - 19.11.2018 17:30,0,547
19.11.2018 17:30 - 19.11.2018 18:00,0,550
19.11.2018 18:00 - 19.11.2018 18:30,0,546
19.11.2018 18:30 - 19.11.2018 19:00,0,545
19.11.2018 19:00 - 19.11.2018 19:30,0,526
19.11.2018 19:30 - 19.11.2018 20:00,0,517
19.11.2018 20:00 - 19.11.2018 20:30,0,498
19.11.2018 20:30 - 19.11.2018 21:00,0,476
19.11.2018 21:00 - 19.11.2018 21:30,0,447
19.11.2018 21:30 - 19.11.2018 22:00,0,420
19.11.2018 22:00 - 19.11.2018 22:30,0,394
19.11.2018 22:30 - 19.11.2018 23:00,0,372
19.11.2018 23:00 - 19.11.2018 23:30,0,348
19.11.2018 23:30 - 20.11.2018 00:00,0,326
20.11.2018 00:00 - 20.11.2018 00:30,0,311
20.11.2018 00:30 - 20.11.2018 01:00,0,303
20.11.2018 01:00 - 20.11.2018 01:30,0,294
20.11.2018 01:30 - 20.11.2018 02:00,0,291
20.11.2018 02:00 - 20.11.2018 02:30,0,286
20.11.2018 02:30 - 20.11.2018 03:00,0,288
20.11.2018 03:00 - 20.11.2018 03:30,0,286
20.11.2018 03:30 - 20.11.2018 04:00,0,289
20.11.2018 04:00 - 20.11.2018 04:30,0,299
20.11.2018 04:30 - 20.11.2018 05:00,0,315
20.11.2018 05:00 - 20.11.2018 05:30,0,345
20.11.2018 05:30 - 20.11.2018 06:00,0,369
20.11.2018 06:00 - 20.11.2018 06:30,0,392
20.11.2018 06:30 - 20.11.2018 07:00,0,407
20.11.2018 07:00 - 20.11.2018 07:30,0,421
20.11.2018 07:30 - 20.11.2018 08:00,0,429
20.11.2018 08:00 - 20.11.2018 08:30,0,425
20.11.2018 08:30 - 20.11.2018 09:00,0,423
20.11.2018 09:00 - 20.11.2018 09:30,0,425
20.11.2018 09:30 - 20.11.2018 10:00,0,421
20.11.2018 10:00 - 20.11.2018 10:30,0,428
20.11.2018 10:30 - 20.11.2018 11:00,0,438
20.11.2018 11:00 - 20.11.2018 11:30,0,442
20.11.2018 11:30 - 20.11.2018 12:00,0,445
20.11.2018 12:00 - 20.11.2018 12:30,0,431
20.11.2018 12:30 - 20.11.2018 13:00,0,432
20.11.2018 13:00 - 20.11.2018 13:30,0,429
20.11.2018 13:30 - 20.11.2018 14:00,0,430
20.11.2018 14:00 - 20.11.2018 14:30,0,437
20.11.2018 14:30 - 20.11.2018 15:00,0,449
20.11.2018 15:00 - 20.11.2018 15:30,0,452
20.11.2018 15:30 - 20.11.2018 16:00,0,471
20.11.2018 16:00 - 20.11.2018 16:30,0,506
20.11.2018 16:30 - 20.11.2018 17:00,0,543
20.11.2018 17:00 - 20.11.2018 17:30,0,553
20.11.2018 17:30 - 20.11.2018 18:00,0,554
20.11.2018 18:00 - 20.11.2018 18:30,0,549
20.11.2018 18:30 - 20.11.2018 19:00,0,544
20.11.2018 19:00 - 20.11.2018 19:30,0,530
20.11.2018 19:30 - 20.11.2018 20:00,0,518
20.11.2018 20:00 - 20.11.2018 20:30,0,497
20.11.2018 20:30 - 20.11.2018 21:00,0,472
20.11.2018 21:00 - 20.11.2018 21:30,0,447
20.11.2018 21:30 - 20.11.2018 22:00,0,414
20.11.2018 22:00 - 20.11.2018 22:30,0,391
20.11.2018 22:30 - 20.11.2018 23:00,0,372
20.11.2018 23:00 - 20.11.2018 23:30,0,346
20.11.2018 23:30 - 21.11.2018 00:00,0,326
21.11.2018 00:00 - 21.11.2018 00:30,0,313
21.11.2018 00:30 - 21.11.2018 01:00,0,301
21.11.2018 01:00 - 21.11.2018 01:30,0,297
21.11.2018 01:30 - 21.11.2018 02:00,0,291
21.11.2018 02:00 - 21.11.2018 02:30,0,289
21.11.2018 02:30 - 21.11.2018 03:00,0,287
21.11.2018 03:00 - 21.11.2018 03:30,0,289
21.11.2018 03:30 - 21.11.2018 04:00,0,292
21.11.2018 04:00 - 21.11.2018 04:30,0,301
21.11.2018 04:30 - 21.11.2018 05:00,0,319
21.11.2018 05:00 - 21.11.2018 05:30,0,347
21.11.2018 05:30 - 21.11.2018 06:00,0,371
21.11.2018 06:00 - 21.11.2018 06:30,0,400
21.11.2018 06:30 - 21.11.2018 07:00,0,419
21.11.2018 07:00 - 21.11.2018 07:30,0,439
21.11.2018 07:30 - 21.11.2018 08:00,0,456
21.11.2018 08:00 - 21.11.2018 08:30,0,466
21.11.2018 08:30 - 21.11.2018 09:00,0,470
21.11.2018 09:00 - 21.11.2018 09:30,0,468
21.11.2018 09:30 - 21.11.2018 10:00,0,462
21.11.2018 10:00 - 21.11.2018 10:30,0,456
21.11.2018 10:30 - 21.11.2018 11:00,0,451
21.11.2018 11:00 - 21.11.2018 11:30,0,449
21.11.2018 11:30 - 21.11.2018 12:00,0,449
21.11.2018 12:00 - 21.11.2018 12:30,0,457
21.11.2018 12:30 - 21.11.2018 13:00,0,461
21.11.2018 13:00 - 21.11.2018 13:30,0,467
21.11.2018 13:30 - 21.11.2018 14:00,0,470
21.11.2018 14:00 - 21.11.2018 14:30,0,471
21.11.2018 14:30 - 21.11.2018 15:00,0,475
21.11.2018 15:00 - 21.11.2018 15:30,0,485
21.11.2018 15:30 - 21.11.2018 16:00,0,501
21.11.2018 16:00 - 21.11.2018 16:30,0,536
21.11.2018 16:30 - 21.11.2018 17:00,0,568
21.11.2018 17:00 - 21.11.2018 17:30,0,572
21.11.2018 17:30 - 21.11.2018 18:00,0,572
21.11.2018 18:00 - 21.11.2018 18:30,0,570
21.11.2018 18:30 - 21.11.2018 19:00,0,560
21.11.2018 19:00 - 21.11.2018 19:30,0,545
21.11.2018 19:30 - 21.11.2018 20:00,0,527
21.11.2018 20:00 - 21.11.2018 20:30,0,506
21.11.2018 20:30 - 21.11.2018 21:00,0,478
21.11.2018 21:00 - 21.11.2018 21:30,0,454
21.11.2018 21:30 - 21.11.2018 22:00,0,419
21.11.2018 22:00 - 21.11.2018 22:30,0,392
21.11.2018 22:30 - 21.11.2018 23:00,0,366
21.11.2018 23:00 - 21.11.2018 23:30,0,344
21.11.2018 23:30 - 22.11.2018 00:00,0,321
22.11.2018 00:00 - 22.11.2018 00:30,0,308
22.11.2018 00:30 - 22.11.2018 01:00,0,298
22.11.2018 01:00 - 22.11.2018 01:30,0,291
22.11.2018 01:30 - 22.11.2018 02:00,0,285
22.11.2018 02:00 - 22.11.2018 02:30,0,282
22.11.2018 02:30 - 22.11.2018 03:00,0,280
22.11.2018 03:00 - 22.11.2018 03:30,0,281
22.11.2018 03:30 - 22.11.2018 04:00,0,286
22.11.2018 04:00 - 22.11.2018 04:30,0,294
22.11.2018 04:30 - 22.11.2018 05:00,0,313
22.11.2018 05:00 - 22.11.2018 05:30,0,342
22.11.2018 05:30 - 22.11.2018 06:00,0,366
22.11.2018 06:00 - 22.11.2018 06:30,0,394
22.11.2018 06:30 - 22.11.2018 07:00,0,407
22.11.2018 07:00 - 22.11.2018 07:30,0,417
22.11.2018 07:30 - 22.11.2018 08:00,0,424
22.11.2018 08:00 - 22.11.2018 08:30,0,418
22.11.2018 08:30 - 22.11.2018 09:00,0,419
22.11.2018 09:00 - 22.11.2018 09:30,0,422
22.11.2018 09:30 - 22.11.2018 10:00,0,413
22.11.2018 10:00 - 22.11.2018 10:30,0,409
22.11.2018 10:30 - 22.11.2018 11:00,0,416
22.11.2018 11:00 - 22.11.2018 11:30,0,419
22.11.2018 11:30 - 22.11.2018 12:00,0,426
22.11.2018 12:00 - 22.11.2018 12:30,0,427
22.11.2018 12:30 - 22.11.2018 13:00,0,428
22.11.2018 13:00 - 22.11.2018 13:30,0,434
22.11.2018 13:30 - 22.11.2018 14:00,0,435
22.11.2018 14:00 - 22.11.2018 14:30,0,442
22.11.2018 14:30 - 22.11.2018 15:00,0,443
22.11.2018 15:00 - 22.11.2018 15:30,0,449
22.11.2018 15:30 - 22.11.2018 16:00,0,463
22.11.2018 16:00 - 22.11.2018 16:30,0,509
22.11.2018 16:30 - 22.11.2018 17:00,0,545
22.11.2018 17:00 - 22.11.2018 17:30,0,549
22.11.2018 17:30 - 22.11.2018 18:00,0,550
22.11.2018 18:00 - 22.11.2018 18:30,0,546
22.11.2018 18:30 - 22.11.2018 19:00,0,530
22.11.2018 19:00 - 22.11.2018 19:30,0,519
22.11.2018 19:30 - 22.11.2018 20:00,0,507
22.11.2018 20:00 - 22.11.2018 20:30,0,491
22.11.2018 20:30 - 22.11.2018 21:00,0,469
22.11.2018 21:00 - 22.11.2018 21:30,0,444
22.11.2018 21:30 - 22.11.2018 22:00,0,418
22.11.2018 22:00 - 22.11.2018 22:30,0,392
22.11.2018 22:30 - 22.11.2018 23:00,0,369
22.11.2018 23:00 - 22.11.2018 23:30,0,347
22.11.2018 23:30 - 23.11.2018 00:00,0,329
23.11.2018 00:00 - 23.11.2018 00:30,0,313
23.11.2018 00:30 - 23.11.2018 01:00,0,305
23.11.2018 01:00 - 23.11.2018 01:30,0,296
23.11.2018 01:30 - 23.11.2018 02:00,0,292
23.11.2018 02:00 - 23.11.2018 02:30,0,289
23.11.2018 02:30 - 23.11.2018 03:00,0,286
23.11.2018 03:00 - 23.11.2018 03:30,0,287
23.11.2018 03:30 - 23.11.2018 04:00,0,291
23.11.2018 04:00 - 23.11.2018 04:30,0,298
23.11.2018 04:30 - 23.11.2018 05:00,0,315
23.11.2018 05:00 - 23.11.2018 05:30,0,342
23.11.2018 05:30 - 23.11.2018 06:00,0,371
23.11.2018 06:00 - 23.11.2018 06:30,0,403
23.11.2018 06:30 - 23.11.2018 07:00,0,420
23.11.2018 07:00 - 23.11.2018 07:30,0,443
23.11.2018 07:30 - 23.11.2018 08:00,0,453
23.11.2018 08:00 - 23.11.2018 08:30,0,448
23.11.2018 08:30 - 23.11.2018 09:00,0,442
23.11.2018 09:00 - 23.11.2018 09:30,0,437
23.11.2018 09:30 - 23.11.2018 10:00,0,429
23.11.2018 10:00 - 23.11.2018 10:30,0,421
23.11.2018 10:30 - 23.11.2018 11:00,0,416
23.11.2018 11:00 - 23.11.2018 11:30,0,426
23.11.2018 11:30 - 23.11.2018 12:00,0,439
23.11.2018 12:00 - 23.11.2018 12:30,0,441
23.11.2018 12:30 - 23.11.2018 13:00,0,446
23.11.2018 13:00 - 23.11.2018 13:30,0,456
23.11.2018 13:30 - 23.11.2018 14:00,0,463
23.11.2018 14:00 - 23.11.2018 14:30,0,461
23.11.2018 14:30 - 23.11.2018 15:00,0,463
23.11.2018 15:00 - 23.11.2018 15:30,0,468
23.11.2018 15:30 - 23.11.2018 16:00,0,488
23.11.2018 16:00 - 23.11.2018 16:30,0,524
23.11.2018 16:30 - 23.11.2018 17:00,0,553
23.11.2018 17:00 - 23.11.2018 17:30,0,558
23.11.2018 17:30 - 23.11.2018 18:00,0,558
23.11.2018 18:00 - 23.11.2018 18:30,0,554
23.11.2018 18:30 - 23.11.2018 19:00,0,544
23.11.2018 19:00 - 23.11.2018 19:30,0,532
23.11.2018 19:30 - 23.11.2018 20:00,0,521
23.11.2018 20:00 - 23.11.2018 20:30,0,498
23.11.2018 20:30 - 23.11.2018 21:00,0,476
23.11.2018 21:00 - 23.11.2018 21:30,0,454
23.11.2018 21:30 - 23.11.2018 22:00,0,431
23.11.2018 22:00 - 23.11.2018 22:30,0,407
23.11.2018 22:30 - 23.11.2018 23:00,0,384
23.11.2018 23:00 - 23.11.2018 23:30,0,360
23.11.2018 23:30 - 24.11.2018 00:00,0,341
24.11.2018 00:00 - 24.11.2018 00:30,0,322
24.11.2018 00:30 - 24.11.2018 01:00,0,310
24.11.2018 01:00 - 24.11.2018 01:30,0,301
24.11.2018 01:30 - 24.11.2018 02:00,0,294
24.11.2018 02:00 - 24.11.2018 02:30,0,288
24.11.2018 02:30 - 24.11.2018 03:00,0,285
24.11.2018 03:00 - 24.11.2018 03:30,0,285
24.11.2018 03:30 - 24.11.2018 04:00,0,289
24.11.2018 04:00 - 24.11.2018 04:30,0,294
24.11.2018 04:30 - 24.11.2018 05:00,0,303
24.11.2018 05:00 - 24.11.2018 05:30,0,316
24.11.2018 05:30 - 24.11.2018 06:00,0,315
24.11.2018 06:00 - 24.11.2018 06:30,0,336
24.11.2018 06:30 - 24.11.2018 07:00,0,361
24.11.2018 07:00 - 24.11.2018 07:30,0,376
24.11.2018 07:30 - 24.11.2018 08:00,0,382
24.11.2018 08:00 - 24.11.2018 08:30,0,395
24.11.2018 08:30 - 24.11.2018 09:00,0,419
24.11.2018 09:00 - 24.11.2018 09:30,0,0
24.11.2018 09:30 - 24.11.2018 10:00,0,0
24.11.2018 10:00 - 24.11.2018 10:30,0,0
24.11.2018 10:30 - 24.11.2018 11:00,0,0
24.11.2018 11:00 - 24.11.2018 11:30,0,0
24.11.2018 11:30 - 24.11.2018 12:00,0,0
24.11.2018 12:00 - 24.11.2018 12:30,0,0
24.11.2018 12:30 - 24.11.2018 13:00,0,0
24.11.2018 13:00 - 24.11.2018 13:30,0,0
24.11.2018 13:30 - 24.11.2018 14:00,0,0
24.11.2018 14:00 - 24.11.2018 14:30,0,0
24.11.2018 14:30 - 24.11.2018 15:00,0,431
24.11.2018 15:00 - 24.11.2018 15:30,0,437
24.11.2018 15:30 - 24.11.2018 16:00,0,449
24.11.2018 16:00 - 24.11.2018 16:30,0,496
24.11.2018 16:30 - 24.11.2018 17:00,0,522
24.11.2018 17:00 - 24.11.2018 17:30,0,529
24.11.2018 17:30 - 24.11.2018 18:00,0,533
24.11.2018 18:00 - 24.11.2018 18:30,0,529
24.11.2018 18:30 - 24.11.2018 19:00,0,528
24.11.2018 19:00 - 24.11.2018 19:30,0,514
24.11.2018 19:30 - 24.11.2018 20:00,0,499
24.11.2018 20:00 - 24.11.2018 20:30,0,480
24.11.2018 20:30 - 24.11.2018 21:00,0,466
24.11.2018 21:00 - 24.11.2018 21:30,0,445
24.11.2018 21:30 - 24.11.2018 22:00,0,421
24.11.2018 22:00 - 24.11.2018 22:30,0,404
24.11.2018 22:30 - 24.11.2018 23:00,0,386
24.11.2018 23:00 - 24.11.2018 23:30,0,362
24.11.2018 23:30 - 25.11.2018 00:00,0,343
25.11.2018 00:00 - 25.11.2018 00:30,0,323
25.11.2018 00:30 - 25.11.2018 01:00,0,312
25.11.2018 01:00 - 25.11.2018 01:30,0,302
25.11.2018 01:30 - 25.11.2018 02:00,0,293
25.11.2018 02:00 - 25.11.2018 02:30,0,291
25.11.2018 02:30 - 25.11.2018 03:00,0,286
25.11.2018 03:00 - 25.11.2018 03:30,0,285
25.11.2018 03:30 - 25.11.2018 04:00,0,287
25.11.2018 04:00 - 25.11.2018 04:30,0,292
25.11.2018 04:30 - 25.11.2018 05:00,0,297
25.11.2018 05:00 - 25.11.2018 05:30,0,307
25.11.2018 05:30 - 25.11.2018 06:00,0,298
25.11.2018 06:00 - 25.11.2018 06:30,0,311
25.11.2018 06:30 - 25.11.2018 07:00,0,319
25.11.2018 07:00 - 25.11.2018 07:30,0,322
25.11.2018 07:30 - 25.11.2018 08:00,0,325
25.11.2018 08:00 - 25.11.2018 08:30,0,328
25.11.2018 08:30 - 25.11.2018 09:00,0,333
25.11.2018 09:00 - 25.11.2018 09:30,0,336
25.11.2018 09:30 - 25.11.2018 10:00,0,332
25.11.2018 10:00 - 25.11.2018 10:30,0,334
25.11.2018 10:30 - 25.11.2018 11:00,0,335
25.11.2018 11:00 - 25.11.2018 11:30,0,342
25.11.2018 11:30 - 25.11.2018 12:00,0,342
25.11.2018 12:00 - 25.11.2018 12:30,0,359
25.11.2018 12:30 - 25.11.2018 13:00,0,352
25.11.2018 13:00 - 25.11.2018 13:30,0,356
25.11.2018 13:30 - 25.11.2018 14:00,0,362
25.11.2018 14:00 - 25.11.2018 14:30,0,374
25.11.2018 14:30 - 25.11.2018 15:00,0,389
25.11.2018 15:00 - 25.11.2018 15:30,0,402
25.11.2018 15:30 - 25.11.2018 16:00,0,418
25.11.2018 16:00 - 25.11.2018 16:30,0,459
25.11.2018 16:30 - 25.11.2018 17:00,0,489
25.11.2018 17:00 - 25.11.2018 17:30,0,499
25.11.2018 17:30 - 25.11.2018 18:00,0,502
25.11.2018 18:00 - 25.11.2018 18:30,0,504
25.11.2018 18:30 - 25.11.2018 19:00,0,501
25.11.2018 19:00 - 25.11.2018 19:30,0,496
25.11.2018 19:30 - 25.11.2018 20:00,0,487
25.11.2018 20:00 - 25.11.2018 20:30,0,472
25.11.2018 20:30 - 25.11.2018 21:00,0,457
25.11.2018 21:00 - 25.11.2018 21:30,0,435
25.11.2018 21:30 - 25.11.2018 22:00,0,410
25.11.2018 22:00 - 25.11.2018 22:30,0,386
25.11.2018 22:30 - 25.11.2018 23:00,0,364
25.11.2018 23:00 - 25.11.2018 23:30,0,340
25.11.2018 23:30 - 26.11.2018 00:00,0,319
26.11.2018 00:00 - 26.11.2018 00:30,0,304
