Time (WET),Belarus (BY) > Lithuania (LT) [MW],Lithuania (LT) > Belarus (BY) [MW]
25.10.2018 21:00 - 25.10.2018 22:00,445,0
25.10.2018 22:00 - 25.10.2018 23:00,444,0
25.10.2018 23:00 - 26.10.2018 00:00,643,0
26.10.2018 00:00 - 26.10.2018 01:00,662,0
26.10.2018 01:00 - 26.10.2018 02:00,623,0
26.10.2018 02:00 - 26.10.2018 03:00,567,0
26.10.2018 03:00 - 26.10.2018 04:00,413,0
26.10.2018 04:00 - 26.10.2018 05:00,429,0
26.10.2018 05:00 - 26.10.2018 06:00,143,0
26.10.2018 06:00 - 26.10.2018 07:00,186,0
26.10.2018 07:00 - 26.10.2018 08:00,192,0
26.10.2018 08:00 - 26.10.2018 09:00,259,0
26.10.2018 09:00 - 26.10.2018 10:00,232,0
26.10.2018 10:00 - 26.10.2018 11:00,212,0
26.10.2018 11:00 - 26.10.2018 12:00,174,0
26.10.2018 12:00 - 26.10.2018 13:00,197,0
26.10.2018 13:00 - 26.10.2018 14:00,202,0
26.10.2018 14:00 - 26.10.2018 15:00,217,0
26.10.2018 15:00 - 26.10.2018 16:00,233,0
26.10.2018 16:00 - 26.10.2018 17:00,144,0
26.10.2018 17:00 - 26.10.2018 18:00,203,0
26.10.2018 18:00 - 26.10.2018 19:00,182,0
26.10.2018 19:00 - 26.10.2018 20:00,291,0
26.10.2018 20:00 - 26.10.2018 21:00,371,0
26.10.2018 21:00 - 26.10.2018 22:00,486,0
26.10.2018 22:00 - 26.10.2018 23:00,405,0
26.10.2018 23:00 - 27.10.2018 00:00,187,0
27.10.2018 00:00 - 27.10.2018 01:00,225,0
27.10.2018 01:00 - 27.10.2018 02:00,291,0
27.10.2018 02:00 - 27.10.2018 03:00,324,0
27.10.2018 03:00 - 27.10.2018 04:00,184,0
27.10.2018 04:00 - 27.10.2018 05:00,0,59
27.10.2018 05:00 - 27.10.2018 06:00,34,0
27.10.2018 06:00 - 27.10.2018 07:00,15,0
27.10.2018 07:00 - 27.10.2018 08:00,183,0
27.10.2018 08:00 - 27.10.2018 09:00,214,0
27.10.2018 09:00 - 27.10.2018 10:00,270,0
27.10.2018 10:00 - 27.10.2018 11:00,255,0
27.10.2018 11:00 - 27.10.2018 12:00,230,0
27.10.2018 12:00 - 27.10.2018 13:00,264,0
27.10.2018 13:00 - 27.10.2018 14:00,182,0
27.10.2018 14:00 - 27.10.2018 15:00,140,0
27.10.2018 15:00 - 27.10.2018 16:00,199,0
27.10.2018 16:00 - 27.10.2018 17:00,284,0
27.10.2018 17:00 - 27.10.2018 18:00,347,0
27.10.2018 18:00 - 27.10.2018 19:00,320,0
27.10.2018 19:00 - 27.10.2018 20:00,343,0
27.10.2018 20:00 - 27.10.2018 21:00,361,0
27.10.2018 21:00 - 27.10.2018 22:00,356,0
27.10.2018 22:00 - 27.10.2018 23:00,526,0
27.10.2018 23:00 - 28.10.2018 00:00,504,0
28.10.2018 00:00 - 28.10.2018 01:00,545,0
28.10.2018 01:00 - 28.10.2018 02:00,545,0
28.10.2018 01:00 - 28.10.2018 02:00,574,0
28.10.2018 02:00 - 28.10.2018 03:00,574,0
28.10.2018 03:00 - 28.10.2018 04:00,432,0
28.10.2018 04:00 - 28.10.2018 05:00,366,0
28.10.2018 05:00 - 28.10.2018 06:00,234,0
28.10.2018 06:00 - 28.10.2018 07:00,320,0
28.10.2018 07:00 - 28.10.2018 08:00,271,0
28.10.2018 08:00 - 28.10.2018 09:00,361,0
28.10.2018 09:00 - 28.10.2018 10:00,446,0
28.10.2018 10:00 - 28.10.2018 11:00,514,0
28.10.2018 11:00 - 28.10.2018 12:00,483,0
28.10.2018 12:00 - 28.10.2018 13:00,383,0
28.10.2018 13:00 - 28.10.2018 14:00,363,0
28.10.2018 14:00 - 28.10.2018 15:00,407,0
28.10.2018 15:00 - 28.10.2018 16:00,476,0
28.10.2018 16:00 - 28.10.2018 17:00,259,0
28.10.2018 17:00 - 28.10.2018 18:00,375,0
28.10.2018 18:00 - 28.10.2018 19:00,338,0
28.10.2018 19:00 - 28.10.2018 20:00,252,0
28.10.2018 20:00 - 28.10.2018 21:00,246,0
28.10.2018 21:00 - 28.10.2018 22:00,502,0
28.10.2018 22:00 - 28.10.2018 23:00,464,0
28.10.2018 23:00 - 29.10.2018 00:00,459,0
29.10.2018 00:00 - 29.10.2018 01:00,477,0
29.10.2018 01:00 - 29.10.2018 02:00,382,0
29.10.2018 02:00 - 29.10.2018 03:00,298,0
29.10.2018 03:00 - 29.10.2018 04:00,133,0
29.10.2018 04:00 - 29.10.2018 05:00,0,151
29.10.2018 05:00 - 29.10.2018 06:00,0,126
29.10.2018 06:00 - 29.10.2018 07:00,0,48
29.10.2018 07:00 - 29.10.2018 08:00,63,0
29.10.2018 08:00 - 29.10.2018 09:00,157,0
29.10.2018 09:00 - 29.10.2018 10:00,195,0
29.10.2018 10:00 - 29.10.2018 11:00,216,0
29.10.2018 11:00 - 29.10.2018 12:00,206,0
29.10.2018 12:00 - 29.10.2018 13:00,239,0
29.10.2018 13:00 - 29.10.2018 14:00,211,0
29.10.2018 14:00 - 29.10.2018 15:00,214,0
29.10.2018 15:00 - 29.10.2018 16:00,120,0
29.10.2018 16:00 - 29.10.2018 17:00,236,0
29.10.2018 17:00 - 29.10.2018 18:00,254,0
29.10.2018 18:00 - 29.10.2018 19:00,359,0
29.10.2018 19:00 - 29.10.2018 20:00,378,0
29.10.2018 20:00 - 29.10.2018 21:00,441,0
29.10.2018 21:00 - 29.10.2018 22:00,584,0
29.10.2018 22:00 - 29.10.2018 23:00,170,0
29.10.2018 23:00 - 30.10.2018 00:00,455,0
30.10.2018 00:00 - 30.10.2018 01:00,462,0
30.10.2018 01:00 - 30.10.2018 02:00,417,0
30.10.2018 02:00 - 30.10.2018 03:00,324,0
30.10.2018 03:00 - 30.10.2018 04:00,198,0
30.10.2018 04:00 - 30.10.2018 05:00,0,112
30.10.2018 05:00 - 30.10.2018 06:00,0,3
30.10.2018 06:00 - 30.10.2018 07:00,152,0
30.10.2018 07:00 - 30.10.2018 08:00,137,0
30.10.2018 08:00 - 30.10.2018 09:00,135,0
30.10.2018 09:00 - 30.10.2018 10:00,117,0
30.10.2018 10:00 - 30.10.2018 11:00,157,0
30.10.2018 11:00 - 30.10.2018 12:00,142,0
30.10.2018 12:00 - 30.10.2018 13:00,170,0
30.10.2018 13:00 - 30.10.2018 14:00,173,0
30.10.2018 14:00 - 30.10.2018 15:00,211,0
30.10.2018 15:00 - 30.10.2018 16:00,215,0
30.10.2018 16:00 - 30.10.2018 17:00,282,0
30.10.2018 17:00 - 30.10.2018 18:00,273,0
30.10.2018 18:00 - 30.10.2018 19:00,285,0
30.10.2018 19:00 - 30.10.2018 20:00,437,0
30.10.2018 20:00 - 30.10.2018 21:00,545,0
30.10.2018 21:00 - 30.10.2018 22:00,473,0
30.10.2018 22:00 - 30.10.2018 23:00,165,0
30.10.2018 23:00 - 31.10.2018 00:00,488,0
31.10.2018 00:00 - 31.10.2018 01:00,453,0
31.10.2018 01:00 - 31.10.2018 02:00,481,0
31.10.2018 02:00 - 31.10.2018 03:00,380,0
31.10.2018 03:00 - 31.10.2018 04:00,280,0
31.10.2018 04:00 - 31.10.2018 05:00,0,71
31.10.2018 05:00 - 31.10.2018 06:00,0,158
31.10.2018 06:00 - 31.10.2018 07:00,101,0
31.10.2018 07:00 - 31.10.2018 08:00,159,0
31.10.2018 08:00 - 31.10.2018 09:00,154,0
31.10.2018 09:00 - 31.10.2018 10:00,151,0
31.10.2018 10:00 - 31.10.2018 11:00,187,0
31.10.2018 11:00 - 31.10.2018 12:00,175,0
31.10.2018 12:00 - 31.10.2018 13:00,241,0
31.10.2018 13:00 - 31.10.2018 14:00,183,0
31.10.2018 14:00 - 31.10.2018 15:00,207,0
31.10.2018 15:00 - 31.10.2018 16:00,201,0
31.10.2018 16:00 - 31.10.2018 17:00,262,0
31.10.2018 17:00 - 31.10.2018 18:00,253,0
31.10.2018 18:00 - 31.10.2018 19:00,449,0
31.10.2018 19:00 - 31.10.2018 20:00,715,0
31.10.2018 20:00 - 31.10.2018 21:00,649,0
31.10.2018 21:00 - 31.10.2018 22:00,667,0
31.10.2018 22:00 - 31.10.2018 23:00,707,0
31.10.2018 23:00 - 01.11.2018 00:00,755,0
01.11.2018 00:00 - 01.11.2018 01:00,653,0
01.11.2018 01:00 - 01.11.2018 02:00,550,0
01.11.2018 02:00 - 01.11.2018 03:00,506,0
01.11.2018 03:00 - 01.11.2018 04:00,407,0
01.11.2018 04:00 - 01.11.2018 05:00,0,56
01.11.2018 05:00 - 01.11.2018 06:00,0,72
01.11.2018 06:00 - 01.11.2018 07:00,0,27
01.11.2018 07:00 - 01.11.2018 08:00,16,0
01.11.2018 08:00 - 01.11.2018 09:00,450,0
01.11.2018 09:00 - 01.11.2018 10:00,527,0
01.11.2018 10:00 - 01.11.2018 11:00,489,0
01.11.2018 11:00 - 01.11.2018 12:00,378,0
01.11.2018 12:00 - 01.11.2018 13:00,128,0
01.11.2018 13:00 - 01.11.2018 14:00,118,0
01.11.2018 14:00 - 01.11.2018 15:00,78,0
01.11.2018 15:00 - 01.11.2018 16:00,127,0
01.11.2018 16:00 - 01.11.2018 17:00,50,0
01.11.2018 17:00 - 01.11.2018 18:00,5,0
01.11.2018 18:00 - 01.11.2018 19:00,473,0
01.11.2018 19:00 - 01.11.2018 20:00,504,0
01.11.2018 20:00 - 01.11.2018 21:00,692,0
01.11.2018 21:00 - 01.11.2018 22:00,422,0
01.11.2018 22:00 - 01.11.2018 23:00,394,0
01.11.2018 23:00 - 02.11.2018 00:00,570,0
02.11.2018 00:00 - 02.11.2018 01:00,621,0
02.11.2018 01:00 - 02.11.2018 02:00,473,0
02.11.2018 02:00 - 02.11.2018 03:00,336,0
02.11.2018 03:00 - 02.11.2018 04:00,274,0
02.11.2018 04:00 - 02.11.2018 05:00,0,75
02.11.2018 05:00 - 02.11.2018 06:00,23,0
02.11.2018 06:00 - 02.11.2018 07:00,170,0
02.11.2018 07:00 - 02.11.2018 08:00,362,0
02.11.2018 08:00 - 02.11.2018 09:00,644,0
02.11.2018 09:00 - 02.11.2018 10:00,710,0
02.11.2018 10:00 - 02.11.2018 11:00,738,0
02.11.2018 11:00 - 02.11.2018 12:00,699,0
02.11.2018 12:00 - 02.11.2018 13:00,501,0
02.11.2018 13:00 - 02.11.2018 14:00,465,0
02.11.2018 14:00 - 02.11.2018 15:00,467,0
02.11.2018 15:00 - 02.11.2018 16:00,471,0
02.11.2018 16:00 - 02.11.2018 17:00,530,0
02.11.2018 17:00 - 02.11.2018 18:00,514,0
02.11.2018 18:00 - 02.11.2018 19:00,708,0
02.11.2018 19:00 - 02.11.2018 20:00,846,0
02.11.2018 20:00 - 02.11.2018 21:00,881,0
02.11.2018 21:00 - 02.11.2018 22:00,868,0
02.11.2018 22:00 - 02.11.2018 23:00,876,0
02.11.2018 23:00 - 03.11.2018 00:00,701,0
03.11.2018 00:00 - 03.11.2018 01:00,695,0
03.11.2018 01:00 - 03.11.2018 02:00,657,0
03.11.2018 02:00 - 03.11.2018 03:00,609,0
03.11.2018 03:00 - 03.11.2018 04:00,573,0
03.11.2018 04:00 - 03.11.2018 05:00,476,0
03.11.2018 05:00 - 03.11.2018 06:00,463,0
03.11.2018 06:00 - 03.11.2018 07:00,460,0
03.11.2018 07:00 - 03.11.2018 08:00,463,0
03.11.2018 08:00 - 03.11.2018 09:00,546,0
03.11.2018 09:00 - 03.11.2018 10:00,638,0
03.11.2018 10:00 - 03.11.2018 11:00,611,0
03.11.2018 11:00 - 03.11.2018 12:00,566,0
03.11.2018 12:00 - 03.11.2018 13:00,601,0
03.11.2018 13:00 - 03.11.2018 14:00,608,0
03.11.2018 14:00 - 03.11.2018 15:00,606,0
03.11.2018 15:00 - 03.11.2018 16:00,711,0
03.11.2018 16:00 - 03.11.2018 17:00,531,0
03.11.2018 17:00 - 03.11.2018 18:00,556,0
03.11.2018 18:00 - 03.11.2018 19:00,585,0
03.11.2018 19:00 - 03.11.2018 20:00,504,0
03.11.2018 20:00 - 03.11.2018 21:00,448,0
03.11.2018 21:00 - 03.11.2018 22:00,659,0
03.11.2018 22:00 - 03.11.2018 23:00,667,0
03.11.2018 23:00 - 04.11.2018 00:00,554,0
04.11.2018 00:00 - 04.11.2018 01:00,576,0
04.11.2018 01:00 - 04.11.2018 02:00,624,0
04.11.2018 02:00 - 04.11.2018 03:00,583,0
04.11.2018 03:00 - 04.11.2018 04:00,525,0
04.11.2018 04:00 - 04.11.2018 05:00,422,0
04.11.2018 05:00 - 04.11.2018 06:00,409,0
04.11.2018 06:00 - 04.11.2018 07:00,407,0
04.11.2018 07:00 - 04.11.2018 08:00,427,0
04.11.2018 08:00 - 04.11.2018 09:00,420,0
04.11.2018 09:00 - 04.11.2018 10:00,431,0
04.11.2018 10:00 - 04.11.2018 11:00,426,0
04.11.2018 11:00 - 04.11.2018 12:00,411,0
04.11.2018 12:00 - 04.11.2018 13:00,398,0
04.11.2018 13:00 - 04.11.2018 14:00,396,0
04.11.2018 14:00 - 04.11.2018 15:00,476,0
04.11.2018 15:00 - 04.11.2018 16:00,450,0
04.11.2018 16:00 - 04.11.2018 17:00,472,0
04.11.2018 17:00 - 04.11.2018 18:00,439,0
04.11.2018 18:00 - 04.11.2018 19:00,377,0
04.11.2018 19:00 - 04.11.2018 20:00,431,0
04.11.2018 20:00 - 04.11.2018 21:00,663,0
04.11.2018 21:00 - 04.11.2018 22:00,651,0
04.11.2018 22:00 - 04.11.2018 23:00,603,0
04.11.2018 23:00 - 05.11.2018 00:00,486,0
05.11.2018 00:00 - 05.11.2018 01:00,397,0
05.11.2018 01:00 - 05.11.2018 02:00,359,0
05.11.2018 02:00 - 05.11.2018 03:00,387,0
05.11.2018 03:00 - 05.11.2018 04:00,499,0
05.11.2018 04:00 - 05.11.2018 05:00,496,0
05.11.2018 05:00 - 05.11.2018 06:00,510,0
05.11.2018 06:00 - 05.11.2018 07:00,393,0
05.11.2018 07:00 - 05.11.2018 08:00,446,0
05.11.2018 08:00 - 05.11.2018 09:00,586,0
05.11.2018 09:00 - 05.11.2018 10:00,631,0
05.11.2018 10:00 - 05.11.2018 11:00,664,0
05.11.2018 11:00 - 05.11.2018 12:00,606,0
05.11.2018 12:00 - 05.11.2018 13:00,494,0
05.11.2018 13:00 - 05.11.2018 14:00,497,0
05.11.2018 14:00 - 05.11.2018 15:00,547,0
05.11.2018 15:00 - 05.11.2018 16:00,512,0
05.11.2018 16:00 - 05.11.2018 17:00,543,0
05.11.2018 17:00 - 05.11.2018 18:00,487,0
05.11.2018 18:00 - 05.11.2018 19:00,668,0
05.11.2018 19:00 - 05.11.2018 20:00,698,0
05.11.2018 20:00 - 05.11.2018 21:00,713,0
05.11.2018 21:00 - 05.11.2018 22:00,675,0
05.11.2018 22:00 - 05.11.2018 23:00,603,0
05.11.2018 23:00 - 06.11.2018 00:00,586,0
06.11.2018 00:00 - 06.11.2018 01:00,516,0
06.11.2018 01:00 - 06.11.2018 02:00,568,0
06.11.2018 02:00 - 06.11.2018 03:00,472,0
06.11.2018 03:00 - 06.11.2018 04:00,377,0
06.11.2018 04:00 - 06.11.2018 05:00,54,0
06.11.2018 05:00 - 06.11.2018 06:00,196,0
06.11.2018 06:00 - 06.11.2018 07:00,230,0
06.11.2018 07:00 - 06.11.2018 08:00,265,0
06.11.2018 08:00 - 06.11.2018 09:00,395,0
06.11.2018 09:00 - 06.11.2018 10:00,515,0
06.11.2018 10:00 - 06.11.2018 11:00,509,0
06.11.2018 11:00 - 06.11.2018 12:00,408,0
06.11.2018 12:00 - 06.11.2018 13:00,318,0
06.11.2018 13:00 - 06.11.2018 14:00,389,0
06.11.2018 14:00 - 06.11.2018 15:00,369,0
06.11.2018 15:00 - 06.11.2018 16:00,277,0
06.11.2018 16:00 - 06.11.2018 17:00,195,0
06.11.2018 17:00 - 06.11.2018 18:00,222,0
06.11.2018 18:00 - 06.11.2018 19:00,332,0
06.11.2018 19:00 - 06.11.2018 20:00,557,0
06.11.2018 20:00 - 06.11.2018 21:00,705,0
06.11.2018 21:00 - 06.11.2018 22:00,701,0
06.11.2018 22:00 - 06.11.2018 23:00,721,0
06.11.2018 23:00 - 07.11.2018 00:00,667,0
07.11.2018 00:00 - 07.11.2018 01:00,643,0
07.11.2018 01:00 - 07.11.2018 02:00,642,0
07.11.2018 02:00 - 07.11.2018 03:00,562,0
07.11.2018 03:00 - 07.11.2018 04:00,504,0
07.11.2018 04:00 - 07.11.2018 05:00,240,0
07.11.2018 05:00 - 07.11.2018 06:00,163,0
07.11.2018 06:00 - 07.11.2018 07:00,294,0
07.11.2018 07:00 - 07.11.2018 08:00,315,0
07.11.2018 08:00 - 07.11.2018 09:00,549,0
07.11.2018 09:00 - 07.11.2018 10:00,673,0
07.11.2018 10:00 - 07.11.2018 11:00,636,0
07.11.2018 11:00 - 07.11.2018 12:00,487,0
07.11.2018 12:00 - 07.11.2018 13:00,428,0
07.11.2018 13:00 - 07.11.2018 14:00,407,0
07.11.2018 14:00 - 07.11.2018 15:00,359,0
07.11.2018 15:00 - 07.11.2018 16:00,284,0
07.11.2018 16:00 - 07.11.2018 17:00,230,0
07.11.2018 17:00 - 07.11.2018 18:00,203,0
07.11.2018 18:00 - 07.11.2018 19:00,279,0
07.11.2018 19:00 - 07.11.2018 20:00,321,0
07.11.2018 20:00 - 07.11.2018 21:00,731,0
07.11.2018 21:00 - 07.11.2018 22:00,721,0
07.11.2018 22:00 - 07.11.2018 23:00,724,0
07.11.2018 23:00 - 08.11.2018 00:00,746,0
08.11.2018 00:00 - 08.11.2018 01:00,660,0
08.11.2018 01:00 - 08.11.2018 02:00,615,0
08.11.2018 02:00 - 08.11.2018 03:00,605,0
08.11.2018 03:00 - 08.11.2018 04:00,560,0
08.11.2018 04:00 - 08.11.2018 05:00,206,0
08.11.2018 05:00 - 08.11.2018 06:00,304,0
08.11.2018 06:00 - 08.11.2018 07:00,271,0
08.11.2018 07:00 - 08.11.2018 08:00,354,0
08.11.2018 08:00 - 08.11.2018 09:00,349,0
08.11.2018 09:00 - 08.11.2018 10:00,424,0
08.11.2018 10:00 - 08.11.2018 11:00,440,0
08.11.2018 11:00 - 08.11.2018 12:00,339,0
08.11.2018 12:00 - 08.11.2018 13:00,310,0
08.11.2018 13:00 - 08.11.2018 14:00,364,0
08.11.2018 14:00 - 08.11.2018 15:00,427,0
08.11.2018 15:00 - 08.11.2018 16:00,330,0
08.11.2018 16:00 - 08.11.2018 17:00,238,0
08.11.2018 17:00 - 08.11.2018 18:00,341,0
08.11.2018 18:00 - 08.11.2018 19:00,316,0
08.11.2018 19:00 - 08.11.2018 20:00,357,0
08.11.2018 20:00 - 08.11.2018 21:00,686,0
08.11.2018 21:00 - 08.11.2018 22:00,732,0
08.11.2018 22:00 - 08.11.2018 23:00,716,0
08.11.2018 23:00 - 09.11.2018 00:00,715,0
09.11.2018 00:00 - 09.11.2018 01:00,712,0
09.11.2018 01:00 - 09.11.2018 02:00,613,0
09.11.2018 02:00 - 09.11.2018 03:00,596,0
09.11.2018 03:00 - 09.11.2018 04:00,404,0
09.11.2018 04:00 - 09.11.2018 05:00,242,0
09.11.2018 05:00 - 09.11.2018 06:00,284,0
09.11.2018 06:00 - 09.11.2018 07:00,261,0
09.11.2018 07:00 - 09.11.2018 08:00,320,0
09.11.2018 08:00 - 09.11.2018 09:00,482,0
09.11.2018 09:00 - 09.11.2018 10:00,607,0
09.11.2018 10:00 - 09.11.2018 11:00,590,0
09.11.2018 11:00 - 09.11.2018 12:00,458,0
09.11.2018 12:00 - 09.11.2018 13:00,386,0
09.11.2018 13:00 - 09.11.2018 14:00,409,0
09.11.2018 14:00 - 09.11.2018 15:00,413,0
09.11.2018 15:00 - 09.11.2018 16:00,360,0
09.11.2018 16:00 - 09.11.2018 17:00,310,0
09.11.2018 17:00 - 09.11.2018 18:00,320,0
09.11.2018 18:00 - 09.11.2018 19:00,421,0
09.11.2018 19:00 - 09.11.2018 20:00,426,0
09.11.2018 20:00 - 09.11.2018 21:00,322,0
09.11.2018 21:00 - 09.11.2018 22:00,563,0
09.11.2018 22:00 - 09.11.2018 23:00,647,0
09.11.2018 23:00 - 10.11.2018 00:00,386,0
10.11.2018 00:00 - 10.11.2018 01:00,373,0
10.11.2018 01:00 - 10.11.2018 02:00,336,0
10.11.2018 02:00 - 10.11.2018 03:00,262,0
10.11.2018 03:00 - 10.11.2018 04:00,195,0
10.11.2018 04:00 - 10.11.2018 05:00,114,0
10.11.2018 05:00 - 10.11.2018 06:00,214,0
10.11.2018 06:00 - 10.11.2018 07:00,376,0
10.11.2018 07:00 - 10.11.2018 08:00,308,0
10.11.2018 08:00 - 10.11.2018 09:00,262,0
10.11.2018 09:00 - 10.11.2018 10:00,316,0
10.11.2018 10:00 - 10.11.2018 11:00,293,0
10.11.2018 11:00 - 10.11.2018 12:00,271,0
10.11.2018 12:00 - 10.11.2018 13:00,230,0
10.11.2018 13:00 - 10.11.2018 14:00,235,0
10.11.2018 14:00 - 10.11.2018 15:00,258,0
10.11.2018 15:00 - 10.11.2018 16:00,289,0
10.11.2018 16:00 - 10.11.2018 17:00,297,0
10.11.2018 17:00 - 10.11.2018 18:00,245,0
10.11.2018 18:00 - 10.11.2018 19:00,252,0
10.11.2018 19:00 - 10.11.2018 20:00,305,0
10.11.2018 20:00 - 10.11.2018 21:00,488,0
10.11.2018 21:00 - 10.11.2018 22:00,464,0
10.11.2018 22:00 - 10.11.2018 23:00,104,0
10.11.2018 23:00 - 11.11.2018 00:00,423,0
11.11.2018 00:00 - 11.11.2018 01:00,309,0
11.11.2018 01:00 - 11.11.2018 02:00,280,0
11.11.2018 02:00 - 11.11.2018 03:00,293,0
11.11.2018 03:00 - 11.11.2018 04:00,292,0
11.11.2018 04:00 - 11.11.2018 05:00,308,0
11.11.2018 05:00 - 11.11.2018 06:00,253,0
11.11.2018 06:00 - 11.11.2018 07:00,170,0
11.11.2018 07:00 - 11.11.2018 08:00,255,0
11.11.2018 08:00 - 11.11.2018 09:00,284,0
11.11.2018 09:00 - 11.11.2018 10:00,208,0
11.11.2018 10:00 - 11.11.2018 11:00,289,0
11.11.2018 11:00 - 11.11.2018 12:00,295,0
11.11.2018 12:00 - 11.11.2018 13:00,300,0
11.11.2018 13:00 - 11.11.2018 14:00,291,0
11.11.2018 14:00 - 11.11.2018 15:00,181,0
11.11.2018 15:00 - 11.11.2018 16:00,279,0
11.11.2018 16:00 - 11.11.2018 17:00,284,0
11.11.2018 17:00 - 11.11.2018 18:00,236,0
11.11.2018 18:00 - 11.11.2018 19:00,267,0
11.11.2018 19:00 - 11.11.2018 20:00,329,0
11.11.2018 20:00 - 11.11.2018 21:00,421,0
11.11.2018 21:00 - 11.11.2018 22:00,428,0
11.11.2018 22:00 - 11.11.2018 23:00,343,0
11.11.2018 23:00 - 12.11.2018 00:00,332,0
12.11.2018 00:00 - 12.11.2018 01:00,409,0
12.11.2018 01:00 - 12.11.2018 02:00,522,0
12.11.2018 02:00 - 12.11.2018 03:00,288,0
12.11.2018 03:00 - 12.11.2018 04:00,51,0
12.11.2018 04:00 - 12.11.2018 05:00,0,103
12.11.2018 05:00 - 12.11.2018 06:00,0,47
12.11.2018 06:00 - 12.11.2018 07:00,0,29
12.11.2018 07:00 - 12.11.2018 08:00,28,0
12.11.2018 08:00 - 12.11.2018 09:00,128,0
12.11.2018 09:00 - 12.11.2018 10:00,268,0
12.11.2018 10:00 - 12.11.2018 11:00,267,0
12.11.2018 11:00 - 12.11.2018 12:00,128,0
12.11.2018 12:00 - 12.11.2018 13:00,100,0
12.11.2018 13:00 - 12.11.2018 14:00,89,0
12.11.2018 14:00 - 12.11.2018 15:00,81,0
12.11.2018 15:00 - 12.11.2018 16:00,125,0
12.11.2018 16:00 - 12.11.2018 17:00,147,0
12.11.2018 17:00 - 12.11.2018 18:00,136,0
12.11.2018 18:00 - 12.11.2018 19:00,237,0
12.11.2018 19:00 - 12.11.2018 20:00,364,0
12.11.2018 20:00 - 12.11.2018 21:00,132,0
12.11.2018 21:00 - 12.11.2018 22:00,278,0
12.11.2018 22:00 - 12.11.2018 23:00,182,0
12.11.2018 23:00 - 13.11.2018 00:00,321,0
13.11.2018 00:00 - 13.11.2018 01:00,388,0
13.11.2018 01:00 - 13.11.2018 02:00,355,0
13.11.2018 02:00 - 13.11.2018 03:00,319,0
13.11.2018 03:00 - 13.11.2018 04:00,128,0
13.11.2018 04:00 - 13.11.2018 05:00,0,84
13.11.2018 05:00 - 13.11.2018 06:00,147,0
13.11.2018 06:00 - 13.11.2018 07:00,139,0
13.11.2018 07:00 - 13.11.2018 08:00,172,0
13.11.2018 08:00 - 13.11.2018 09:00,205,0
13.11.2018 09:00 - 13.11.2018 10:00,266,0
13.11.2018 10:00 - 13.11.2018 11:00,288,0
13.11.2018 11:00 - 13.11.2018 12:00,208,0
13.11.2018 12:00 - 13.11.2018 13:00,208,0
13.11.2018 13:00 - 13.11.2018 14:00,198,0
13.11.2018 14:00 - 13.11.2018 15:00,155,0
13.11.2018 15:00 - 13.11.2018 16:00,243,0
13.11.2018 16:00 - 13.11.2018 17:00,321,0
13.11.2018 17:00 - 13.11.2018 18:00,245,0
13.11.2018 18:00 - 13.11.2018 19:00,252,0
13.11.2018 19:00 - 13.11.2018 20:00,279,0
13.11.2018 20:00 - 13.11.2018 21:00,422,0
13.11.2018 21:00 - 13.11.2018 22:00,364,0
13.11.2018 22:00 - 13.11.2018 23:00,364,0
13.11.2018 23:00 - 14.11.2018 00:00,297,0
14.11.2018 00:00 - 14.11.2018 01:00,281,0
14.11.2018 01:00 - 14.11.2018 02:00,270,0
14.11.2018 02:00 - 14.11.2018 03:00,185,0
14.11.2018 03:00 - 14.11.2018 04:00,15,0
14.11.2018 04:00 - 14.11.2018 05:00,0,98
14.11.2018 05:00 - 14.11.2018 06:00,111,0
14.11.2018 06:00 - 14.11.2018 07:00,100,0
14.11.2018 07:00 - 14.11.2018 08:00,91,0
14.11.2018 08:00 - 14.11.2018 09:00,117,0
14.11.2018 09:00 - 14.11.2018 10:00,170,0
14.11.2018 10:00 - 14.11.2018 11:00,164,0
14.11.2018 11:00 - 14.11.2018 12:00,116,0
14.11.2018 12:00 - 14.11.2018 13:00,162,0
14.11.2018 13:00 - 14.11.2018 14:00,129,0
14.11.2018 14:00 - 14.11.2018 15:00,147,0
14.11.2018 15:00 - 14.11.2018 16:00,133,0
14.11.2018 16:00 - 14.11.2018 17:00,145,0
14.11.2018 17:00 - 14.11.2018 18:00,158,0
14.11.2018 18:00 - 14.11.2018 19:00,183,0
14.11.2018 19:00 - 14.11.2018 20:00,307,0
14.11.2018 20:00 - 14.11.2018 21:00,377,0
14.11.2018 21:00 - 14.11.2018 22:00,346,0
14.11.2018 22:00 - 14.11.2018 23:00,379,0
14.11.2018 23:00 - 15.11.2018 00:00,382,0
15.11.2018 00:00 - 15.11.2018 01:00,354,0
15.11.2018 01:00 - 15.11.2018 02:00,374,0
15.11.2018 02:00 - 15.11.2018 03:00,403,0
15.11.2018 03:00 - 15.11.2018 04:00,247,0
15.11.2018 04:00 - 15.11.2018 05:00,235,0
15.11.2018 05:00 - 15.11.2018 06:00,191,0
15.11.2018 06:00 - 15.11.2018 07:00,164,0
15.11.2018 07:00 - 15.11.2018 08:00,118,0
15.11.2018 08:00 - 15.11.2018 09:00,213,0
15.11.2018 09:00 - 15.11.2018 10:00,321,0
15.11.2018 10:00 - 15.11.2018 11:00,325,0
15.11.2018 11:00 - 15.11.2018 12:00,225,0
15.11.2018 12:00 - 15.11.2018 13:00,196,0
15.11.2018 13:00 - 15.11.2018 14:00,245,0
