Time (WET),Albania (AL) > Greece (GR) [MW],Greece (GR) > Albania (AL) [MW]
27.10.2018 06:00 - 27.10.2018 07:00,0,297
27.10.2018 07:00 - 27.10.2018 08:00,0,340
27.10.2018 08:00 - 27.10.2018 09:00,0,311
27.10.2018 09:00 - 27.10.2018 10:00,0,321
27.10.2018 10:00 - 27.10.2018 11:00,0,285
27.10.2018 11:00 - 27.10.2018 12:00,0,257
27.10.2018 12:00 - 27.10.2018 13:00,0,266
27.10.2018 13:00 - 27.10.2018 14:00,0,290
27.10.2018 14:00 - 27.10.2018 15:00,0,274
27.10.2018 15:00 - 27.10.2018 16:00,0,283
27.10.2018 16:00 - 27.10.2018 17:00,0,285
27.10.2018 17:00 - 27.10.2018 18:00,0,288
27.10.2018 18:00 - 27.10.2018 19:00,0,323
27.10.2018 19:00 - 27.10.2018 20:00,0,357
27.10.2018 20:00 - 27.10.2018 21:00,0,310
27.10.2018 21:00 - 27.10.2018 22:00,0,283
27.10.2018 22:00 - 27.10.2018 23:00,0,205
27.10.2018 23:00 - 28.10.2018 00:00,0,165
28.10.2018 00:00 - 28.10.2018 01:00,0,145
28.10.2018 01:00 - 28.10.2018 02:00,0,119
28.10.2018 01:00 - 28.10.2018 02:00,0,105
28.10.2018 02:00 - 28.10.2018 03:00,0,133
28.10.2018 03:00 - 28.10.2018 04:00,0,137
28.10.2018 04:00 - 28.10.2018 05:00,0,157
28.10.2018 05:00 - 28.10.2018 06:00,0,161
28.10.2018 06:00 - 28.10.2018 07:00,0,237
28.10.2018 07:00 - 28.10.2018 08:00,0,245
28.10.2018 08:00 - 28.10.2018 09:00,0,230
28.10.2018 09:00 - 28.10.2018 10:00,0,226
28.10.2018 10:00 - 28.10.2018 11:00,0,232
28.10.2018 11:00 - 28.10.2018 12:00,0,241
28.10.2018 12:00 - 28.10.2018 13:00,0,269
28.10.2018 13:00 - 28.10.2018 14:00,0,229
28.10.2018 14:00 - 28.10.2018 15:00,0,183
28.10.2018 15:00 - 28.10.2018 16:00,0,183
28.10.2018 16:00 - 28.10.2018 17:00,0,228
28.10.2018 17:00 - 28.10.2018 18:00,0,221
28.10.2018 18:00 - 28.10.2018 19:00,0,234
28.10.2018 19:00 - 28.10.2018 20:00,0,209
28.10.2018 20:00 - 28.10.2018 21:00,0,209
28.10.2018 21:00 - 28.10.2018 22:00,0,195
28.10.2018 22:00 - 28.10.2018 23:00,0,127
28.10.2018 23:00 - 29.10.2018 00:00,0,156
29.10.2018 00:00 - 29.10.2018 01:00,0,159
29.10.2018 01:00 - 29.10.2018 02:00,0,160
29.10.2018 02:00 - 29.10.2018 03:00,0,139
29.10.2018 03:00 - 29.10.2018 04:00,0,117
29.10.2018 04:00 - 29.10.2018 05:00,0,121
29.10.2018 05:00 - 29.10.2018 06:00,0,160
29.10.2018 06:00 - 29.10.2018 07:00,0,258
29.10.2018 07:00 - 29.10.2018 08:00,0,269
29.10.2018 08:00 - 29.10.2018 09:00,0,226
29.10.2018 09:00 - 29.10.2018 10:00,0,218
29.10.2018 10:00 - 29.10.2018 11:00,0,221
29.10.2018 11:00 - 29.10.2018 12:00,0,222
29.10.2018 12:00 - 29.10.2018 13:00,0,211
29.10.2018 13:00 - 29.10.2018 14:00,0,231
29.10.2018 14:00 - 29.10.2018 15:00,0,241
29.10.2018 15:00 - 29.10.2018 16:00,0,216
29.10.2018 16:00 - 29.10.2018 17:00,0,219
29.10.2018 17:00 - 29.10.2018 18:00,0,196
29.10.2018 18:00 - 29.10.2018 19:00,0,204
29.10.2018 19:00 - 29.10.2018 20:00,0,198
29.10.2018 20:00 - 29.10.2018 21:00,0,176
29.10.2018 21:00 - 29.10.2018 22:00,0,170
29.10.2018 22:00 - 29.10.2018 23:00,0,118
29.10.2018 23:00 - 30.10.2018 00:00,0,98
30.10.2018 00:00 - 30.10.2018 01:00,0,64
30.10.2018 01:00 - 30.10.2018 02:00,0,83
30.10.2018 02:00 - 30.10.2018 03:00,0,81
30.10.2018 03:00 - 30.10.2018 04:00,0,81
30.10.2018 04:00 - 30.10.2018 05:00,0,93
30.10.2018 05:00 - 30.10.2018 06:00,0,99
30.10.2018 06:00 - 30.10.2018 07:00,0,198
30.10.2018 07:00 - 30.10.2018 08:00,0,204
30.10.2018 08:00 - 30.10.2018 09:00,0,142
30.10.2018 09:00 - 30.10.2018 10:00,0,125
30.10.2018 10:00 - 30.10.2018 11:00,0,132
30.10.2018 11:00 - 30.10.2018 12:00,0,136
30.10.2018 12:00 - 30.10.2018 13:00,0,159
30.10.2018 13:00 - 30.10.2018 14:00,0,170
30.10.2018 14:00 - 30.10.2018 15:00,0,164
30.10.2018 15:00 - 30.10.2018 16:00,0,185
30.10.2018 16:00 - 30.10.2018 17:00,0,257
30.10.2018 17:00 - 30.10.2018 18:00,0,237
30.10.2018 18:00 - 30.10.2018 19:00,0,227
30.10.2018 19:00 - 30.10.2018 20:00,0,145
30.10.2018 20:00 - 30.10.2018 21:00,0,147
30.10.2018 21:00 - 30.10.2018 22:00,0,166
30.10.2018 22:00 - 30.10.2018 23:00,0,73
30.10.2018 23:00 - 31.10.2018 00:00,0,70
31.10.2018 00:00 - 31.10.2018 01:00,0,37
31.10.2018 01:00 - 31.10.2018 02:00,0,21
31.10.2018 02:00 - 31.10.2018 03:00,0,21
31.10.2018 03:00 - 31.10.2018 04:00,0,15
31.10.2018 04:00 - 31.10.2018 05:00,0,28
31.10.2018 05:00 - 31.10.2018 06:00,0,7
31.10.2018 06:00 - 31.10.2018 07:00,0,109
31.10.2018 07:00 - 31.10.2018 08:00,0,182
31.10.2018 08:00 - 31.10.2018 09:00,0,149
31.10.2018 09:00 - 31.10.2018 10:00,0,161
31.10.2018 10:00 - 31.10.2018 11:00,0,173
31.10.2018 11:00 - 31.10.2018 12:00,0,144
31.10.2018 12:00 - 31.10.2018 13:00,0,154
31.10.2018 13:00 - 31.10.2018 14:00,0,157
31.10.2018 14:00 - 31.10.2018 15:00,0,149
31.10.2018 15:00 - 31.10.2018 16:00,0,150
31.10.2018 16:00 - 31.10.2018 17:00,0,181
31.10.2018 17:00 - 31.10.2018 18:00,0,197
31.10.2018 18:00 - 31.10.2018 19:00,0,214
31.10.2018 19:00 - 31.10.2018 20:00,0,116
31.10.2018 20:00 - 31.10.2018 21:00,0,160
31.10.2018 21:00 - 31.10.2018 22:00,0,160
31.10.2018 22:00 - 31.10.2018 23:00,0,112
31.10.2018 23:00 - 01.11.2018 00:00,0,74
01.11.2018 00:00 - 01.11.2018 01:00,0,63
01.11.2018 01:00 - 01.11.2018 02:00,0,75
01.11.2018 02:00 - 01.11.2018 03:00,0,56
01.11.2018 03:00 - 01.11.2018 04:00,0,25
01.11.2018 04:00 - 01.11.2018 05:00,0,7
01.11.2018 05:00 - 01.11.2018 06:00,0,118
01.11.2018 06:00 - 01.11.2018 07:00,0,155
01.11.2018 07:00 - 01.11.2018 08:00,0,159
01.11.2018 08:00 - 01.11.2018 09:00,0,154
01.11.2018 09:00 - 01.11.2018 10:00,0,173
01.11.2018 10:00 - 01.11.2018 11:00,0,176
01.11.2018 11:00 - 01.11.2018 12:00,0,191
01.11.2018 12:00 - 01.11.2018 13:00,0,196
01.11.2018 13:00 - 01.11.2018 14:00,0,203
01.11.2018 14:00 - 01.11.2018 15:00,0,193
01.11.2018 15:00 - 01.11.2018 16:00,0,112
01.11.2018 16:00 - 01.11.2018 17:00,0,150
01.11.2018 17:00 - 01.11.2018 18:00,0,172
01.11.2018 18:00 - 01.11.2018 19:00,0,136
01.11.2018 19:00 - 01.11.2018 20:00,0,139
01.11.2018 20:00 - 01.11.2018 21:00,0,187
01.11.2018 21:00 - 01.11.2018 22:00,0,193
01.11.2018 22:00 - 01.11.2018 23:00,0,66
01.11.2018 23:00 - 02.11.2018 00:00,0,30
02.11.2018 00:00 - 02.11.2018 01:00,0,14
02.11.2018 01:00 - 02.11.2018 02:00,0,53
02.11.2018 02:00 - 02.11.2018 03:00,0,19
02.11.2018 03:00 - 02.11.2018 04:00,20,0
02.11.2018 04:00 - 02.11.2018 05:00,16,0
02.11.2018 05:00 - 02.11.2018 06:00,0,117
02.11.2018 06:00 - 02.11.2018 07:00,0,137
02.11.2018 07:00 - 02.11.2018 08:00,0,168
02.11.2018 08:00 - 02.11.2018 09:00,0,148
02.11.2018 09:00 - 02.11.2018 10:00,0,136
02.11.2018 10:00 - 02.11.2018 11:00,0,145
02.11.2018 11:00 - 02.11.2018 12:00,0,152
02.11.2018 12:00 - 02.11.2018 13:00,0,159
02.11.2018 13:00 - 02.11.2018 14:00,0,158
02.11.2018 14:00 - 02.11.2018 15:00,0,136
02.11.2018 15:00 - 02.11.2018 16:00,0,152
02.11.2018 16:00 - 02.11.2018 17:00,0,201
02.11.2018 17:00 - 02.11.2018 18:00,0,254
02.11.2018 18:00 - 02.11.2018 19:00,0,184
02.11.2018 19:00 - 02.11.2018 20:00,0,140
02.11.2018 20:00 - 02.11.2018 21:00,0,188
02.11.2018 21:00 - 02.11.2018 22:00,0,191
02.11.2018 22:00 - 02.11.2018 23:00,0,104
02.11.2018 23:00 - 03.11.2018 00:00,0,105
03.11.2018 00:00 - 03.11.2018 01:00,0,191
03.11.2018 01:00 - 03.11.2018 02:00,0,191
03.11.2018 02:00 - 03.11.2018 03:00,0,133
03.11.2018 03:00 - 03.11.2018 04:00,0,132
03.11.2018 04:00 - 03.11.2018 05:00,0,145
03.11.2018 05:00 - 03.11.2018 06:00,0,208
03.11.2018 06:00 - 03.11.2018 07:00,0,253
03.11.2018 07:00 - 03.11.2018 08:00,0,240
03.11.2018 08:00 - 03.11.2018 09:00,0,233
03.11.2018 09:00 - 03.11.2018 10:00,0,232
03.11.2018 10:00 - 03.11.2018 11:00,0,235
03.11.2018 11:00 - 03.11.2018 12:00,0,233
03.11.2018 12:00 - 03.11.2018 13:00,0,250
03.11.2018 13:00 - 03.11.2018 14:00,0,242
03.11.2018 14:00 - 03.11.2018 15:00,0,183
03.11.2018 15:00 - 03.11.2018 16:00,0,145
03.11.2018 16:00 - 03.11.2018 17:00,0,223
03.11.2018 17:00 - 03.11.2018 18:00,0,258
03.11.2018 18:00 - 03.11.2018 19:00,0,259
03.11.2018 19:00 - 03.11.2018 20:00,0,224
03.11.2018 20:00 - 03.11.2018 21:00,0,232
03.11.2018 21:00 - 03.11.2018 22:00,0,234
03.11.2018 22:00 - 03.11.2018 23:00,0,117
03.11.2018 23:00 - 04.11.2018 00:00,0,137
04.11.2018 00:00 - 04.11.2018 01:00,0,147
04.11.2018 01:00 - 04.11.2018 02:00,0,171
04.11.2018 02:00 - 04.11.2018 03:00,0,157
04.11.2018 03:00 - 04.11.2018 04:00,0,147
04.11.2018 04:00 - 04.11.2018 05:00,0,143
04.11.2018 05:00 - 04.11.2018 06:00,0,224
04.11.2018 06:00 - 04.11.2018 07:00,0,276
04.11.2018 07:00 - 04.11.2018 08:00,0,293
04.11.2018 08:00 - 04.11.2018 09:00,0,273
04.11.2018 09:00 - 04.11.2018 10:00,0,236
04.11.2018 10:00 - 04.11.2018 11:00,0,231
04.11.2018 11:00 - 04.11.2018 12:00,0,215
04.11.2018 12:00 - 04.11.2018 13:00,0,254
04.11.2018 13:00 - 04.11.2018 14:00,0,262
04.11.2018 14:00 - 04.11.2018 15:00,0,259
04.11.2018 15:00 - 04.11.2018 16:00,0,204
04.11.2018 16:00 - 04.11.2018 17:00,0,293
04.11.2018 17:00 - 04.11.2018 18:00,0,309
04.11.2018 18:00 - 04.11.2018 19:00,0,298
04.11.2018 19:00 - 04.11.2018 20:00,0,218
04.11.2018 20:00 - 04.11.2018 21:00,0,234
04.11.2018 21:00 - 04.11.2018 22:00,0,248
04.11.2018 22:00 - 04.11.2018 23:00,0,194
04.11.2018 23:00 - 05.11.2018 00:00,0,202
05.11.2018 00:00 - 05.11.2018 01:00,0,185
05.11.2018 01:00 - 05.11.2018 02:00,0,203
05.11.2018 02:00 - 05.11.2018 03:00,0,191
05.11.2018 03:00 - 05.11.2018 04:00,0,162
05.11.2018 04:00 - 05.11.2018 05:00,0,155
05.11.2018 05:00 - 05.11.2018 06:00,0,231
05.11.2018 06:00 - 05.11.2018 07:00,0,296
05.11.2018 07:00 - 05.11.2018 08:00,0,338
05.11.2018 08:00 - 05.11.2018 09:00,0,300
05.11.2018 09:00 - 05.11.2018 10:00,0,266
05.11.2018 10:00 - 05.11.2018 11:00,0,256
05.11.2018 11:00 - 05.11.2018 12:00,0,259
05.11.2018 12:00 - 05.11.2018 13:00,0,283
05.11.2018 13:00 - 05.11.2018 14:00,0,298
05.11.2018 14:00 - 05.11.2018 15:00,0,293
05.11.2018 15:00 - 05.11.2018 16:00,0,282
05.11.2018 16:00 - 05.11.2018 17:00,0,290
05.11.2018 17:00 - 05.11.2018 18:00,0,248
05.11.2018 18:00 - 05.11.2018 19:00,0,250
05.11.2018 19:00 - 05.11.2018 20:00,0,352
05.11.2018 20:00 - 05.11.2018 21:00,0,258
05.11.2018 21:00 - 05.11.2018 22:00,0,237
05.11.2018 22:00 - 05.11.2018 23:00,0,223
05.11.2018 23:00 - 06.11.2018 00:00,0,181
06.11.2018 00:00 - 06.11.2018 01:00,0,167
06.11.2018 01:00 - 06.11.2018 02:00,0,184
06.11.2018 02:00 - 06.11.2018 03:00,0,173
06.11.2018 03:00 - 06.11.2018 04:00,0,153
06.11.2018 04:00 - 06.11.2018 05:00,0,200
06.11.2018 05:00 - 06.11.2018 06:00,0,278
06.11.2018 06:00 - 06.11.2018 07:00,0,354
06.11.2018 07:00 - 06.11.2018 08:00,0,355
06.11.2018 08:00 - 06.11.2018 09:00,0,297
06.11.2018 09:00 - 06.11.2018 10:00,0,225
06.11.2018 10:00 - 06.11.2018 11:00,0,213
06.11.2018 11:00 - 06.11.2018 12:00,0,219
06.11.2018 12:00 - 06.11.2018 13:00,0,223
06.11.2018 13:00 - 06.11.2018 14:00,0,216
06.11.2018 14:00 - 06.11.2018 15:00,0,236
06.11.2018 15:00 - 06.11.2018 16:00,0,209
06.11.2018 16:00 - 06.11.2018 17:00,0,246
06.11.2018 17:00 - 06.11.2018 18:00,0,187
06.11.2018 18:00 - 06.11.2018 19:00,0,164
06.11.2018 19:00 - 06.11.2018 20:00,0,207
06.11.2018 20:00 - 06.11.2018 21:00,0,258
06.11.2018 21:00 - 06.11.2018 22:00,0,240
06.11.2018 22:00 - 06.11.2018 23:00,0,200
06.11.2018 23:00 - 07.11.2018 00:00,0,202
07.11.2018 00:00 - 07.11.2018 01:00,0,203
07.11.2018 01:00 - 07.11.2018 02:00,0,193
07.11.2018 02:00 - 07.11.2018 03:00,0,188
07.11.2018 03:00 - 07.11.2018 04:00,0,175
07.11.2018 04:00 - 07.11.2018 05:00,0,183
07.11.2018 05:00 - 07.11.2018 06:00,0,234
07.11.2018 06:00 - 07.11.2018 07:00,0,250
07.11.2018 07:00 - 07.11.2018 08:00,0,342
07.11.2018 08:00 - 07.11.2018 09:00,0,212
07.11.2018 09:00 - 07.11.2018 10:00,0,220
07.11.2018 10:00 - 07.11.2018 11:00,0,221
07.11.2018 11:00 - 07.11.2018 12:00,0,201
07.11.2018 12:00 - 07.11.2018 13:00,0,206
07.11.2018 13:00 - 07.11.2018 14:00,0,193
07.11.2018 14:00 - 07.11.2018 15:00,0,190
07.11.2018 15:00 - 07.11.2018 16:00,0,204
07.11.2018 16:00 - 07.11.2018 17:00,0,262
07.11.2018 17:00 - 07.11.2018 18:00,0,192
07.11.2018 18:00 - 07.11.2018 19:00,0,181
07.11.2018 19:00 - 07.11.2018 20:00,0,153
07.11.2018 20:00 - 07.11.2018 21:00,0,202
07.11.2018 21:00 - 07.11.2018 22:00,0,229
07.11.2018 22:00 - 07.11.2018 23:00,0,198
07.11.2018 23:00 - 08.11.2018 00:00,0,192
08.11.2018 00:00 - 08.11.2018 01:00,0,175
08.11.2018 01:00 - 08.11.2018 02:00,0,181
08.11.2018 02:00 - 08.11.2018 03:00,0,167
08.11.2018 03:00 - 08.11.2018 04:00,0,146
08.11.2018 04:00 - 08.11.2018 05:00,0,125
08.11.2018 05:00 - 08.11.2018 06:00,0,198
08.11.2018 06:00 - 08.11.2018 07:00,0,292
08.11.2018 07:00 - 08.11.2018 08:00,0,318
08.11.2018 08:00 - 08.11.2018 09:00,0,305
08.11.2018 09:00 - 08.11.2018 10:00,0,281
08.11.2018 10:00 - 08.11.2018 11:00,0,276
08.11.2018 11:00 - 08.11.2018 12:00,0,268
08.11.2018 12:00 - 08.11.2018 13:00,0,273
08.11.2018 13:00 - 08.11.2018 14:00,0,281
08.11.2018 14:00 - 08.11.2018 15:00,0,295
08.11.2018 15:00 - 08.11.2018 16:00,0,233
08.11.2018 16:00 - 08.11.2018 17:00,0,268
08.11.2018 17:00 - 08.11.2018 18:00,0,182
08.11.2018 18:00 - 08.11.2018 19:00,0,199
08.11.2018 19:00 - 08.11.2018 20:00,0,313
08.11.2018 20:00 - 08.11.2018 21:00,0,212
08.11.2018 21:00 - 08.11.2018 22:00,0,204
08.11.2018 22:00 - 08.11.2018 23:00,0,187
08.11.2018 23:00 - 09.11.2018 00:00,0,194
09.11.2018 00:00 - 09.11.2018 01:00,0,215
09.11.2018 01:00 - 09.11.2018 02:00,0,213
09.11.2018 02:00 - 09.11.2018 03:00,0,209
09.11.2018 03:00 - 09.11.2018 04:00,0,199
09.11.2018 04:00 - 09.11.2018 05:00,0,170
09.11.2018 05:00 - 09.11.2018 06:00,0,240
09.11.2018 06:00 - 09.11.2018 07:00,0,354
09.11.2018 07:00 - 09.11.2018 08:00,0,377
09.11.2018 08:00 - 09.11.2018 09:00,0,382
09.11.2018 09:00 - 09.11.2018 10:00,0,360
09.11.2018 10:00 - 09.11.2018 11:00,0,361
09.11.2018 11:00 - 09.11.2018 12:00,0,331
09.11.2018 12:00 - 09.11.2018 13:00,0,343
09.11.2018 13:00 - 09.11.2018 14:00,0,353
09.11.2018 14:00 - 09.11.2018 15:00,0,352
09.11.2018 15:00 - 09.11.2018 16:00,0,306
09.11.2018 16:00 - 09.11.2018 17:00,0,281
09.11.2018 17:00 - 09.11.2018 18:00,0,176
09.11.2018 18:00 - 09.11.2018 19:00,0,176
09.11.2018 19:00 - 09.11.2018 20:00,0,209
09.11.2018 20:00 - 09.11.2018 21:00,0,214
09.11.2018 21:00 - 09.11.2018 22:00,0,249
09.11.2018 22:00 - 09.11.2018 23:00,0,218
09.11.2018 23:00 - 10.11.2018 00:00,0,207
10.11.2018 00:00 - 10.11.2018 01:00,0,239
10.11.2018 01:00 - 10.11.2018 02:00,0,212
10.11.2018 02:00 - 10.11.2018 03:00,0,196
10.11.2018 03:00 - 10.11.2018 04:00,0,186
10.11.2018 04:00 - 10.11.2018 05:00,0,239
10.11.2018 05:00 - 10.11.2018 06:00,0,233
10.11.2018 06:00 - 10.11.2018 07:00,0,246
10.11.2018 07:00 - 10.11.2018 08:00,0,261
10.11.2018 08:00 - 10.11.2018 09:00,0,245
10.11.2018 09:00 - 10.11.2018 10:00,0,220
10.11.2018 10:00 - 10.11.2018 11:00,0,227
10.11.2018 11:00 - 10.11.2018 12:00,0,252
10.11.2018 12:00 - 10.11.2018 13:00,0,263
10.11.2018 13:00 - 10.11.2018 14:00,0,259
10.11.2018 14:00 - 10.11.2018 15:00,0,249
10.11.2018 15:00 - 10.11.2018 16:00,0,268
10.11.2018 16:00 - 10.11.2018 17:00,0,254
10.11.2018 17:00 - 10.11.2018 18:00,0,286
10.11.2018 18:00 - 10.11.2018 19:00,0,306
10.11.2018 19:00 - 10.11.2018 20:00,0,271
10.11.2018 20:00 - 10.11.2018 21:00,0,297
10.11.2018 21:00 - 10.11.2018 22:00,0,296
10.11.2018 22:00 - 10.11.2018 23:00,0,252
10.11.2018 23:00 - 11.11.2018 00:00,0,228
11.11.2018 00:00 - 11.11.2018 01:00,0,195
11.11.2018 01:00 - 11.11.2018 02:00,0,202
11.11.2018 02:00 - 11.11.2018 03:00,0,227
11.11.2018 03:00 - 11.11.2018 04:00,0,164
11.11.2018 04:00 - 11.11.2018 05:00,0,200
11.11.2018 05:00 - 11.11.2018 06:00,0,271
11.11.2018 06:00 - 11.11.2018 07:00,0,252
11.11.2018 07:00 - 11.11.2018 08:00,0,347
11.11.2018 08:00 - 11.11.2018 09:00,0,319
11.11.2018 09:00 - 11.11.2018 10:00,0,298
11.11.2018 10:00 - 11.11.2018 11:00,0,294
11.11.2018 11:00 - 11.11.2018 12:00,0,311
11.11.2018 12:00 - 11.11.2018 13:00,0,313
11.11.2018 13:00 - 11.11.2018 14:00,0,303
11.11.2018 14:00 - 11.11.2018 15:00,0,306
11.11.2018 15:00 - 11.11.2018 16:00,0,265
11.11.2018 16:00 - 11.11.2018 17:00,0,260
11.11.2018 17:00 - 11.11.2018 18:00,0,251
11.11.2018 18:00 - 11.11.2018 19:00,0,273
11.11.2018 19:00 - 11.11.2018 20:00,0,280
11.11.2018 20:00 - 11.11.2018 21:00,0,313
11.11.2018 21:00 - 11.11.2018 22:00,0,334
11.11.2018 22:00 - 11.11.2018 23:00,0,247
11.11.2018 23:00 - 12.11.2018 00:00,0,263
12.11.2018 00:00 - 12.11.2018 01:00,0,234
12.11.2018 01:00 - 12.11.2018 02:00,0,241
12.11.2018 02:00 - 12.11.2018 03:00,0,246
12.11.2018 03:00 - 12.11.2018 04:00,0,220
12.11.2018 04:00 - 12.11.2018 05:00,0,255
12.11.2018 05:00 - 12.11.2018 06:00,0,264
12.11.2018 06:00 - 12.11.2018 07:00,0,384
12.11.2018 07:00 - 12.11.2018 08:00,0,442
12.11.2018 08:00 - 12.11.2018 09:00,0,395
12.11.2018 09:00 - 12.11.2018 10:00,0,372
12.11.2018 10:00 - 12.11.2018 11:00,0,346
12.11.2018 11:00 - 12.11.2018 12:00,0,342
12.11.2018 12:00 - 12.11.2018 13:00,0,337
12.11.2018 13:00 - 12.11.2018 14:00,0,332
12.11.2018 14:00 - 12.11.2018 15:00,0,334
12.11.2018 15:00 - 12.11.2018 16:00,0,334
12.11.2018 16:00 - 12.11.2018 17:00,0,314
12.11.2018 17:00 - 12.11.2018 18:00,0,240
12.11.2018 18:00 - 12.11.2018 19:00,0,257
12.11.2018 19:00 - 12.11.2018 20:00,0,256
12.11.2018 20:00 - 12.11.2018 21:00,0,287
12.11.2018 21:00 - 12.11.2018 22:00,0,263
12.11.2018 22:00 - 12.11.2018 23:00,0,246
12.11.2018 23:00 - 13.11.2018 00:00,0,255
13.11.2018 00:00 - 13.11.2018 01:00,0,239
13.11.2018 01:00 - 13.11.2018 02:00,0,260
13.11.2018 02:00 - 13.11.2018 03:00,0,256
13.11.2018 03:00 - 13.11.2018 04:00,0,251
13.11.2018 04:00 - 13.11.2018 05:00,0,217
13.11.2018 05:00 - 13.11.2018 06:00,0,256
13.11.2018 06:00 - 13.11.2018 07:00,0,391
13.11.2018 07:00 - 13.11.2018 08:00,0,399
13.11.2018 08:00 - 13.11.2018 09:00,0,387
13.11.2018 09:00 - 13.11.2018 10:00,0,378
13.11.2018 10:00 - 13.11.2018 11:00,0,314
13.11.2018 11:00 - 13.11.2018 12:00,0,307
13.11.2018 12:00 - 13.11.2018 13:00,0,303
13.11.2018 13:00 - 13.11.2018 14:00,0,278
13.11.2018 14:00 - 13.11.2018 15:00,0,268
13.11.2018 15:00 - 13.11.2018 16:00,0,292
13.11.2018 16:00 - 13.11.2018 17:00,0,297
13.11.2018 17:00 - 13.11.2018 18:00,0,218
13.11.2018 18:00 - 13.11.2018 19:00,0,210
13.11.2018 19:00 - 13.11.2018 20:00,0,183
13.11.2018 20:00 - 13.11.2018 21:00,0,202
13.11.2018 21:00 - 13.11.2018 22:00,0,198
13.11.2018 22:00 - 13.11.2018 23:00,0,194
13.11.2018 23:00 - 14.11.2018 00:00,0,197
14.11.2018 00:00 - 14.11.2018 01:00,0,217
14.11.2018 01:00 - 14.11.2018 02:00,0,220
14.11.2018 02:00 - 14.11.2018 03:00,0,232
14.11.2018 03:00 - 14.11.2018 04:00,0,229
14.11.2018 04:00 - 14.11.2018 05:00,0,181
14.11.2018 05:00 - 14.11.2018 06:00,0,221
14.11.2018 06:00 - 14.11.2018 07:00,0,302
14.11.2018 07:00 - 14.11.2018 08:00,0,321
14.11.2018 08:00 - 14.11.2018 09:00,0,372
14.11.2018 09:00 - 14.11.2018 10:00,0,343
14.11.2018 10:00 - 14.11.2018 11:00,0,302
14.11.2018 11:00 - 14.11.2018 12:00,0,276
14.11.2018 12:00 - 14.11.2018 13:00,0,251
14.11.2018 13:00 - 14.11.2018 14:00,0,271
14.11.2018 14:00 - 14.11.2018 15:00,0,263
14.11.2018 15:00 - 14.11.2018 16:00,0,233
14.11.2018 16:00 - 14.11.2018 17:00,0,268
14.11.2018 17:00 - 14.11.2018 18:00,0,190
14.11.2018 18:00 - 14.11.2018 19:00,0,183
14.11.2018 19:00 - 14.11.2018 20:00,0,284
14.11.2018 20:00 - 14.11.2018 21:00,0,249
14.11.2018 21:00 - 14.11.2018 22:00,0,224
14.11.2018 22:00 - 14.11.2018 23:00,0,213
14.11.2018 23:00 - 15.11.2018 00:00,0,236
15.11.2018 00:00 - 15.11.2018 01:00,0,244
15.11.2018 01:00 - 15.11.2018 02:00,0,248
15.11.2018 02:00 - 15.11.2018 03:00,0,265
15.11.2018 03:00 - 15.11.2018 04:00,0,256
15.11.2018 04:00 - 15.11.2018 05:00,0,232
15.11.2018 05:00 - 15.11.2018 06:00,0,278
15.11.2018 06:00 - 15.11.2018 07:00,0,367
15.11.2018 07:00 - 15.11.2018 08:00,0,407
15.11.2018 08:00 - 15.11.2018 09:00,0,440
15.11.2018 09:00 - 15.11.2018 10:00,0,412
15.11.2018 10:00 - 15.11.2018 11:00,0,419
15.11.2018 11:00 - 15.11.2018 12:00,0,408
15.11.2018 12:00 - 15.11.2018 13:00,0,409
15.11.2018 13:00 - 15.11.2018 14:00,0,411
15.11.2018 14:00 - 15.11.2018 15:00,0,407
15.11.2018 15:00 - 15.11.2018 16:00,0,398
15.11.2018 16:00 - 15.11.2018 17:00,0,387
15.11.2018 17:00 - 15.11.2018 18:00,0,319
15.11.2018 18:00 - 15.11.2018 19:00,0,299
15.11.2018 19:00 - 15.11.2018 20:00,0,392
15.11.2018 20:00 - 15.11.2018 21:00,0,288
15.11.2018 21:00 - 15.11.2018 22:00,0,295
15.11.2018 22:00 - 15.11.2018 23:00,0,237
15.11.2018 23:00 - 16.11.2018 00:00,0,250
16.11.2018 00:00 - 16.11.2018 01:00,0,254
16.11.2018 01:00 - 16.11.2018 02:00,0,270
16.11.2018 02:00 - 16.11.2018 03:00,0,261
16.11.2018 03:00 - 16.11.2018 04:00,0,262
16.11.2018 04:00 - 16.11.2018 05:00,0,232
16.11.2018 05:00 - 16.11.2018 06:00,0,369
16.11.2018 06:00 - 16.11.2018 07:00,0,492
16.11.2018 07:00 - 16.11.2018 08:00,0,482
16.11.2018 08:00 - 16.11.2018 09:00,0,449
16.11.2018 09:00 - 16.11.2018 10:00,0,354
16.11.2018 10:00 - 16.11.2018 11:00,0,319
16.11.2018 11:00 - 16.11.2018 12:00,0,343
16.11.2018 12:00 - 16.11.2018 13:00,0,345
16.11.2018 13:00 - 16.11.2018 14:00,0,370
16.11.2018 14:00 - 16.11.2018 15:00,0,376
16.11.2018 15:00 - 16.11.2018 16:00,0,441
16.11.2018 16:00 - 16.11.2018 17:00,0,424
16.11.2018 17:00 - 16.11.2018 18:00,0,428
16.11.2018 18:00 - 16.11.2018 19:00,0,325
16.11.2018 19:00 - 16.11.2018 20:00,0,366
16.11.2018 20:00 - 16.11.2018 21:00,0,359
16.11.2018 21:00 - 16.11.2018 22:00,0,378
16.11.2018 22:00 - 16.11.2018 23:00,0,227
